from_stop_id,to_stop_id,transfer_type,min_transfer_time,from_trip_id,to_trip_id
U1011Z4,U1011Z4,2,240,,
U1011Z4,U1011Z5,2,240,,
U1011Z4,U1011Z6,2,240,,
U1011Z4,U1011Z7,2,240,,
U1011Z4,U1011Z8,2,240,,
U1011Z4,U1011Z9,2,240,,
U1011Z4,U1011Z10,2,240,,
U1011Z4,U1011Z11,2,240,,
U1011Z4,U1011Z12,2,240,,
U1011Z4,U1011Z13,2,240,,
U1011Z4,U1146Z1,2,1200,,
U1011Z4,U1146Z2,2,1200,,
U1011Z4,U1146Z3,2,1200,,
U1011Z4,U1146Z4,2,1200,,
U1011Z4,U1146Z5,2,1200,,
U1011Z4,U1146Z6,2,1200,,
U1011Z4,U1146Z7,2,1200,,
U1011Z4,U1146Z8,2,1200,,
U1011Z4,U1146Z9,2,1200,,
U1011Z4,U1146Z10,2,1200,,
U1011Z4,U1146Z11,2,1200,,
U1011Z4,U1146Z25,2,1200,,
U1011Z4,U1146Z26,2,1200,,
U1011Z4,U1146Z31,2,1200,,
U1011Z4,U1146Z32,2,1200,,
U1011Z4,U1146Z98,2,1200,,
U1011Z4,U1146Z99,2,1200,,
U1011Z4,U1798Z1,2,420,,
U1011Z4,U1798Z2,2,420,,
U1011Z4,U1798Z3,2,420,,
U1011Z4,U1798Z5,2,420,,
U1011Z4,U1798Z6,2,420,,
U1011Z4,U1798Z8,2,420,,
U1011Z4,U1798Z9,2,420,,
U1011Z4,U1798Z61,2,420,,
U1011Z4,U1798Z62,2,420,,
U1011Z4,U10002Z1,2,120,,
U1011Z5,U1011Z1,2,240,,
U1011Z5,U1011Z2,2,240,,
U1011Z5,U1011Z3,2,240,,
U1011Z5,U1011Z4,2,240,,
U1011Z5,U1011Z5,2,240,,
U1011Z5,U1011Z6,2,240,,
U1011Z5,U1011Z7,2,240,,
U1011Z5,U1011Z8,2,240,,
U1011Z5,U1011Z9,2,240,,
U1011Z5,U1011Z10,2,240,,
U1011Z5,U1011Z11,2,240,,
U1011Z5,U1011Z12,2,240,,
U1011Z5,U1011Z13,2,240,,
U1011Z5,U1146Z1,2,1200,,
U1011Z5,U1146Z2,2,1200,,
U1011Z5,U1146Z3,2,1200,,
U1011Z5,U1146Z4,2,1200,,
U1011Z5,U1146Z5,2,1200,,
U1011Z5,U1146Z6,2,1200,,
U1011Z5,U1146Z7,2,1200,,
U1011Z5,U1146Z8,2,1200,,
U1011Z5,U1146Z9,2,1200,,
U1011Z5,U1146Z10,2,1200,,
U1011Z5,U1146Z11,2,1200,,
U1011Z5,U1146Z25,2,1200,,
U1011Z5,U1146Z26,2,1200,,
U1011Z5,U1146Z31,2,1200,,
U1011Z5,U1146Z32,2,1200,,
U1011Z5,U1146Z98,2,1200,,
U1011Z5,U1146Z99,2,1200,,
U1011Z5,U1798Z1,2,420,,
U1011Z5,U1798Z2,2,420,,
U1011Z5,U1798Z3,2,420,,
U1011Z5,U1798Z5,2,420,,
U1011Z5,U1798Z6,2,420,,
U1011Z5,U1798Z8,2,420,,
U1011Z5,U1798Z9,2,420,,
U1011Z5,U1798Z61,2,420,,
U1011Z5,U1798Z62,2,420,,
U1011Z5,U10002Z1,2,120,,
U1011Z6,U1011Z1,2,240,,
U1011Z6,U1011Z2,2,240,,
U1011Z6,U1011Z3,2,240,,
U1011Z6,U1011Z4,2,240,,
U1011Z6,U1011Z5,2,240,,
U1011Z6,U1011Z6,2,240,,
U1011Z6,U1011Z7,2,240,,
U1011Z6,U1011Z8,2,240,,
U1011Z6,U1011Z9,2,240,,
U1011Z6,U1011Z10,2,240,,
U1011Z6,U1011Z11,2,240,,
U1011Z6,U1011Z12,2,240,,
U1011Z6,U1011Z13,2,240,,
U1011Z6,U1146Z1,2,1200,,
U1011Z6,U1146Z2,2,1200,,
U1011Z6,U1146Z3,2,1200,,
U1011Z6,U1146Z4,2,1200,,
U1011Z6,U1146Z5,2,1200,,
U1011Z6,U1146Z6,2,1200,,
U1011Z6,U1146Z7,2,1200,,
U1011Z6,U1146Z8,2,1200,,
U1011Z6,U1146Z9,2,1200,,
U1011Z6,U1146Z10,2,1200,,
U1011Z6,U1146Z11,2,1200,,
U1011Z6,U1146Z25,2,1200,,
U1011Z6,U1146Z26,2,1200,,
U1011Z6,U1146Z31,2,1200,,
U1011Z6,U1146Z32,2,1200,,
U1011Z6,U1146Z98,2,1200,,
U1011Z6,U1146Z99,2,1200,,
U1011Z6,U1798Z1,2,420,,
U1011Z6,U1798Z2,2,420,,
U1011Z6,U1798Z3,2,420,,
U1011Z6,U1798Z5,2,420,,
U1011Z6,U1798Z6,2,420,,
U1011Z6,U1798Z8,2,420,,
U1011Z6,U1798Z9,2,420,,
U1011Z6,U1798Z61,2,420,,
U1011Z6,U1798Z62,2,420,,
U1011Z6,U10002Z1,2,120,,
U1011Z7,U1011Z1,2,240,,
U1011Z7,U1011Z2,2,240,,
U1011Z7,U1011Z3,2,240,,
U1011Z7,U1011Z4,2,240,,
U1011Z7,U1011Z5,2,240,,
U1011Z7,U1011Z6,2,240,,
U1011Z7,U1011Z7,2,240,,
U1011Z7,U1011Z8,2,240,,
U1011Z7,U1011Z9,2,240,,
U1011Z7,U1011Z10,2,240,,
U1011Z7,U1011Z11,2,240,,
U1011Z7,U1011Z12,2,240,,
U1011Z7,U1011Z13,2,240,,
U1011Z7,U1146Z1,2,1200,,
U1011Z7,U1146Z2,2,1200,,
U1011Z7,U1146Z3,2,1200,,
U1011Z7,U1146Z4,2,1200,,
U1011Z7,U1146Z5,2,1200,,
U1011Z7,U1146Z6,2,1200,,
U1011Z7,U1146Z7,2,1200,,
U1011Z7,U1146Z8,2,1200,,
U1011Z7,U1146Z9,2,1200,,
U1011Z7,U1146Z10,2,1200,,
U1011Z7,U1146Z11,2,1200,,
U1011Z7,U1146Z25,2,1200,,
U1011Z7,U1146Z26,2,1200,,
U1011Z7,U1146Z31,2,1200,,
U1011Z7,U1146Z32,2,1200,,
U1011Z7,U1146Z98,2,1200,,
U1011Z7,U1146Z99,2,1200,,
U1011Z7,U1798Z1,2,420,,
U1011Z7,U1798Z2,2,420,,
U1011Z7,U1798Z3,2,420,,
U1011Z7,U1798Z5,2,420,,
U1011Z7,U1798Z6,2,420,,
U1011Z7,U1798Z8,2,420,,
U1011Z7,U1798Z9,2,420,,
U1011Z7,U1798Z61,2,420,,
U1011Z7,U1798Z62,2,420,,
U1011Z7,U10002Z1,2,120,,
U1011Z8,U1011Z1,2,240,,
U1011Z8,U1011Z2,2,240,,
U1011Z8,U1011Z3,2,240,,
U1011Z8,U1011Z4,2,240,,
U1011Z8,U1011Z5,2,240,,
U1011Z8,U1011Z6,2,240,,
U1011Z8,U1011Z7,2,240,,
U1011Z8,U1011Z8,2,240,,
U1011Z8,U1011Z9,2,240,,
U1011Z8,U1011Z10,2,240,,
U1011Z8,U1011Z11,2,240,,
U1011Z8,U1011Z12,2,240,,
U1011Z8,U1011Z13,2,240,,
U1011Z8,U1146Z1,2,1200,,
U1011Z8,U1146Z2,2,1200,,
U1011Z8,U1146Z3,2,1200,,
U1011Z8,U1146Z4,2,1200,,
U1011Z8,U1146Z5,2,1200,,
U1011Z8,U1146Z6,2,1200,,
U1011Z8,U1146Z7,2,1200,,
U1011Z8,U1146Z8,2,1200,,
U1011Z8,U1146Z9,2,1200,,
U1011Z8,U1146Z10,2,1200,,
U1011Z8,U1146Z11,2,1200,,
U1011Z8,U1146Z25,2,1200,,
U1011Z8,U1146Z26,2,1200,,
U1011Z8,U1146Z31,2,1200,,
U1011Z8,U1146Z32,2,1200,,
U1011Z8,U1146Z98,2,1200,,
U1011Z8,U1146Z99,2,1200,,
U1011Z8,U1798Z1,2,420,,
U1011Z8,U1798Z2,2,420,,
U1011Z8,U1798Z3,2,420,,
U1011Z8,U1798Z5,2,420,,
U1011Z8,U1798Z6,2,420,,
U1011Z8,U1798Z8,2,420,,
U1011Z8,U1798Z9,2,420,,
U1011Z8,U1798Z61,2,420,,
U1011Z8,U1798Z62,2,420,,
U1011Z8,U10002Z1,2,120,,
U1011Z9,U1011Z1,2,240,,
U1011Z9,U1011Z2,2,240,,
U1011Z9,U1011Z3,2,240,,
U1011Z9,U1011Z4,2,240,,
U1011Z9,U1011Z5,2,240,,
U1011Z9,U1011Z6,2,240,,
U1011Z9,U1011Z7,2,240,,
U1011Z9,U1011Z8,2,240,,
U1011Z9,U1011Z9,2,240,,
U1011Z9,U1011Z10,2,240,,
U1011Z9,U1011Z11,2,240,,
U1011Z9,U1011Z12,2,240,,
U1011Z9,U1011Z13,2,240,,
U1011Z9,U1146Z1,2,1200,,
U1011Z9,U1146Z2,2,1200,,
U1011Z9,U1146Z3,2,1200,,
U1011Z9,U1146Z4,2,1200,,
U1011Z9,U1146Z5,2,1200,,
U1011Z9,U1146Z6,2,1200,,
U1011Z9,U1146Z7,2,1200,,
U1011Z9,U1146Z8,2,1200,,
U1011Z9,U1146Z9,2,1200,,
U1011Z9,U1146Z10,2,1200,,
U1011Z9,U1146Z11,2,1200,,
U1011Z9,U1146Z25,2,1200,,
U1011Z9,U1146Z26,2,1200,,
U1011Z9,U1146Z31,2,1200,,
U1011Z9,U1146Z32,2,1200,,
U1011Z9,U1146Z98,2,1200,,
U1011Z9,U1146Z99,2,1200,,
U1011Z9,U1798Z1,2,420,,
U1011Z9,U1798Z2,2,420,,
U1011Z9,U1798Z3,2,420,,
U1011Z9,U1798Z5,2,420,,
U1011Z9,U1798Z6,2,420,,
U1011Z9,U1798Z8,2,420,,
U1011Z9,U1798Z9,2,420,,
U1011Z9,U1798Z61,2,420,,
U1011Z9,U1798Z62,2,420,,
U1011Z9,U10002Z1,2,120,,
U1011Z10,U1011Z1,2,240,,
U1011Z10,U1011Z2,2,240,,
U1011Z10,U1011Z3,2,240,,
U1011Z10,U1011Z4,2,240,,
U1011Z10,U1011Z5,2,240,,
U1011Z10,U1011Z6,2,240,,
U1011Z10,U1011Z7,2,240,,
U1011Z10,U1011Z8,2,240,,
U1011Z10,U1011Z9,2,240,,
U1011Z10,U1011Z10,2,240,,
U1011Z10,U1011Z11,2,240,,
U1011Z10,U1011Z12,2,240,,
U1011Z10,U1011Z13,2,240,,
U1011Z10,U1146Z1,2,1200,,
U1011Z10,U1146Z2,2,1200,,
U1011Z10,U1146Z3,2,1200,,
U1011Z10,U1146Z4,2,1200,,
U1011Z10,U1146Z5,2,1200,,
U1011Z10,U1146Z6,2,1200,,
U1011Z10,U1146Z7,2,1200,,
U1011Z10,U1146Z8,2,1200,,
U1011Z10,U1146Z9,2,1200,,
U1011Z10,U1146Z10,2,1200,,
U1011Z10,U1146Z11,2,1200,,
U1011Z10,U1146Z25,2,1200,,
U1011Z10,U1146Z26,2,1200,,
U1011Z10,U1146Z31,2,1200,,
U1011Z10,U1146Z32,2,1200,,
U1011Z10,U1146Z98,2,1200,,
U1011Z10,U1146Z99,2,1200,,
U1011Z10,U1798Z1,2,420,,
U1011Z10,U1798Z2,2,420,,
U1011Z10,U1798Z3,2,420,,
U1011Z10,U1798Z5,2,420,,
U1011Z10,U1798Z6,2,420,,
U1011Z10,U1798Z8,2,420,,
U1011Z10,U1798Z9,2,420,,
U1011Z10,U1798Z61,2,420,,
U1011Z10,U1798Z62,2,420,,
U1011Z10,U10002Z1,2,120,,
U1011Z11,U1011Z1,2,240,,
U1011Z11,U1011Z2,2,240,,
U1011Z11,U1011Z3,2,240,,
U1011Z11,U1011Z4,2,240,,
U1011Z11,U1011Z5,2,240,,
U1011Z11,U1011Z6,2,240,,
U1011Z11,U1011Z7,2,240,,
U1011Z11,U1011Z8,2,240,,
U1011Z11,U1011Z9,2,240,,
U1011Z11,U1011Z10,2,240,,
U1011Z11,U1011Z11,2,240,,
U1011Z11,U1011Z12,2,240,,
U1011Z11,U1011Z13,2,240,,
U1011Z11,U1146Z1,2,1200,,
U1011Z11,U1146Z2,2,1200,,
U1011Z11,U1146Z3,2,1200,,
U1011Z11,U1146Z4,2,1200,,
U1011Z11,U1146Z5,2,1200,,
U1011Z11,U1146Z6,2,1200,,
U1011Z11,U1146Z7,2,1200,,
U1011Z11,U1146Z8,2,1200,,
U1011Z11,U1146Z9,2,1200,,
U1011Z11,U1146Z10,2,1200,,
U1011Z11,U1146Z11,2,1200,,
U1011Z11,U1146Z25,2,1200,,
U1011Z11,U1146Z26,2,1200,,
U1011Z11,U1146Z31,2,1200,,
U1011Z11,U1146Z32,2,1200,,
U1011Z11,U1146Z98,2,1200,,
U1011Z11,U1146Z99,2,1200,,
U1011Z11,U1798Z1,2,420,,
U1011Z11,U1798Z2,2,420,,
U1011Z11,U1798Z3,2,420,,
U1011Z11,U1798Z5,2,420,,
U1011Z11,U1798Z6,2,420,,
U1011Z11,U1798Z8,2,420,,
U1011Z11,U1798Z9,2,420,,
U1011Z11,U1798Z61,2,420,,
U1011Z11,U1798Z62,2,420,,
U1011Z11,U10002Z1,2,120,,
U1011Z12,U1011Z1,2,240,,
U1011Z12,U1011Z2,2,240,,
U1011Z12,U1011Z3,2,240,,
U1011Z12,U1011Z4,2,240,,
U1011Z12,U1011Z5,2,240,,
U1011Z12,U1011Z6,2,240,,
U1011Z12,U1011Z7,2,240,,
U1011Z12,U1011Z8,2,240,,
U1011Z12,U1011Z9,2,240,,
U1011Z12,U1011Z10,2,240,,
U1011Z12,U1011Z11,2,240,,
U1011Z12,U1011Z12,2,240,,
U1011Z12,U1011Z13,2,240,,
U1011Z12,U1146Z1,2,1200,,
U1011Z12,U1146Z2,2,1200,,
U1011Z12,U1146Z3,2,1200,,
U1011Z12,U1146Z4,2,1200,,
U1011Z12,U1146Z5,2,1200,,
U1011Z12,U1146Z6,2,1200,,
U1011Z12,U1146Z7,2,1200,,
U1011Z12,U1146Z8,2,1200,,
U1011Z12,U1146Z9,2,1200,,
U1011Z12,U1146Z10,2,1200,,
U1011Z12,U1146Z11,2,1200,,
U1011Z12,U1146Z25,2,1200,,
U1011Z12,U1146Z26,2,1200,,
U1011Z12,U1146Z31,2,1200,,
U1011Z12,U1146Z32,2,1200,,
U1011Z12,U1146Z98,2,1200,,
U1011Z12,U1146Z99,2,1200,,
U1011Z12,U1798Z1,2,420,,
U1011Z12,U1798Z2,2,420,,
U1011Z12,U1798Z3,2,420,,
U1011Z12,U1798Z5,2,420,,
U1011Z12,U1798Z6,2,420,,
U1011Z12,U1798Z8,2,420,,
U1011Z12,U1798Z9,2,420,,
U1011Z12,U1798Z61,2,420,,
U1011Z12,U1798Z62,2,420,,
U1011Z12,U10002Z1,2,120,,
U1011Z13,U1011Z1,2,240,,
U1011Z13,U1011Z2,2,240,,
U1011Z13,U1011Z3,2,240,,
U1011Z13,U1011Z4,2,240,,
U1011Z13,U1011Z5,2,240,,
U1011Z13,U1011Z6,2,240,,
U1011Z13,U1011Z7,2,240,,
U1011Z13,U1011Z8,2,240,,
U1011Z13,U1011Z9,2,240,,
U1011Z13,U1011Z10,2,240,,
U1011Z13,U1011Z11,2,240,,
U1011Z13,U1011Z12,2,240,,
U1011Z13,U1011Z13,2,240,,
U1011Z13,U1146Z1,2,1200,,
U1011Z13,U1146Z2,2,1200,,
U1011Z13,U1146Z3,2,1200,,
U1011Z13,U1146Z4,2,1200,,
U1011Z13,U1146Z5,2,1200,,
U1011Z13,U1146Z6,2,1200,,
U1011Z13,U1146Z7,2,1200,,
U1011Z13,U1146Z8,2,1200,,
U1011Z13,U1146Z9,2,1200,,
U1011Z13,U1146Z10,2,1200,,
U1011Z13,U1146Z11,2,1200,,
U1011Z13,U1146Z25,2,1200,,
U1011Z13,U1146Z26,2,1200,,
U1011Z13,U1146Z31,2,1200,,
U1011Z13,U1146Z32,2,1200,,
U1011Z13,U1146Z98,2,1200,,
U1011Z13,U1146Z99,2,1200,,
U1011Z13,U1798Z1,2,420,,
U1011Z13,U1798Z2,2,420,,
U1011Z13,U1798Z3,2,420,,
U1011Z13,U1798Z5,2,420,,
U1011Z13,U1798Z6,2,420,,
U1011Z13,U1798Z8,2,420,,
U1011Z13,U1798Z9,2,420,,
U1011Z13,U1798Z61,2,420,,
U1011Z13,U1798Z62,2,420,,
U1011Z13,U10002Z1,2,120,,
U1018Z1,U1018Z4,2,60,,
U1018Z2,U1018Z4,2,60,,
U1018Z4,U1018Z1,2,60,,
U1018Z4,U1018Z2,2,60,,
U1021Z1,U1021Z3,2,120,,
U1021Z1,U1021Z4,2,120,,
U1021Z2,U1021Z3,2,120,,
U1021Z2,U1021Z4,2,120,,
U1021Z3,U1021Z1,2,120,,
U1021Z3,U1021Z2,2,120,,
U1021Z4,U1021Z1,2,120,,
U1021Z4,U1021Z2,2,120,,
U1051Z1,U1527Z1,2,600,,
U1051Z1,U1527Z2,2,600,,
U1051Z1,U1527Z3,2,600,,
U1051Z1,U1527Z4,2,600,,
U1051Z2,U1527Z1,2,600,,
U1051Z2,U1527Z2,2,600,,
U1051Z2,U1527Z3,2,600,,
U1051Z2,U1527Z4,2,600,,
U1053Z1,U1761Z1,2,240,,
U1053Z1,U1761Z2,2,240,,
U1053Z2,U1761Z1,2,240,,
U1053Z2,U1761Z2,2,240,,
U1058Z1,U1353Z1,2,240,,
U1058Z1,U1353Z2,2,240,,
U1058Z2,U1353Z1,2,240,,
U1058Z2,U1353Z2,2,240,,
U1068Z1,U1068Z2,2,180,,
U1068Z1,U1068Z3,2,120,,
U1068Z1,U1068Z4,2,180,,
U1068Z2,U1068Z1,2,180,,
U1068Z2,U1068Z3,2,120,,
U1068Z2,U1068Z4,2,120,,
U1068Z3,U1068Z1,2,120,,
U1068Z3,U1068Z2,2,120,,
U1068Z3,U1068Z4,2,120,,
U1068Z4,U1068Z1,2,180,,
U1068Z4,U1068Z2,2,120,,
U1068Z4,U1068Z3,2,120,,
U1073Z1,U1073Z5,2,60,,
U1073Z1,U1073Z6,2,60,,
U1073Z1,U1073Z7,2,60,,
U1073Z1,U1073Z8,2,60,,
U1073Z1,U1073Z9,2,60,,
U1073Z1,U1073Z10,2,60,,
U1073Z1,U1073Z12,2,60,,
U1073Z1,U1257Z1,2,300,,
U1073Z1,U1257Z2,2,300,,
U1073Z1,U1257Z3,2,300,,
U1073Z1,U1397Z1,2,180,,
U1073Z1,U1397Z2,2,180,,
U1073Z1,U1397Z3,2,180,,
U1073Z1,U1397Z4,2,180,,
U1073Z2,U1073Z5,2,60,,
U1073Z2,U1073Z6,2,60,,
U1073Z2,U1073Z7,2,60,,
U1073Z2,U1073Z8,2,60,,
U1073Z2,U1073Z9,2,60,,
U1073Z2,U1073Z10,2,60,,
U1073Z2,U1073Z12,2,60,,
U1073Z2,U1257Z1,2,300,,
U1073Z2,U1257Z2,2,300,,
U1073Z2,U1257Z3,2,300,,
U1073Z2,U1397Z1,2,180,,
U1073Z2,U1397Z2,2,180,,
U1073Z2,U1397Z3,2,180,,
U1073Z2,U1397Z4,2,180,,
U1073Z3,U1073Z9,2,60,,
U1073Z3,U1073Z10,2,60,,
U1073Z3,U1073Z12,2,120,,
U1073Z3,U1257Z1,2,300,,
U1073Z3,U1257Z2,2,300,,
U1073Z3,U1257Z3,2,300,,
U1073Z3,U1397Z1,2,180,,
U1073Z3,U1397Z2,2,180,,
U1073Z3,U1397Z3,2,180,,
U1073Z3,U1397Z4,2,180,,
U1073Z4,U1073Z9,2,60,,
U1073Z4,U1073Z10,2,60,,
U1073Z4,U1073Z12,2,120,,
U1073Z4,U1257Z1,2,300,,
U1073Z4,U1257Z2,2,300,,
U1073Z4,U1257Z3,2,300,,
U1073Z4,U1397Z1,2,180,,
U1073Z4,U1397Z2,2,180,,
U1073Z4,U1397Z3,2,180,,
U1073Z4,U1397Z4,2,180,,
U1073Z5,U1073Z1,2,60,,
U1073Z5,U1073Z2,2,60,,
U1073Z5,U1073Z9,2,180,,
U1073Z5,U1073Z10,2,180,,
U1073Z5,U1257Z1,2,300,,
U1073Z5,U1257Z2,2,300,,
U1073Z5,U1257Z3,2,300,,
U1073Z5,U1397Z1,2,180,,
U1073Z5,U1397Z2,2,180,,
U1073Z5,U1397Z3,2,180,,
U1073Z5,U1397Z4,2,180,,
U1073Z6,U1073Z1,2,60,,
U1073Z6,U1073Z2,2,60,,
U1073Z6,U1073Z9,2,120,,
U1073Z6,U1073Z10,2,120,,
U1073Z6,U1257Z1,2,300,,
U1073Z6,U1257Z2,2,300,,
U1073Z6,U1257Z3,2,300,,
U1073Z6,U1397Z1,2,180,,
U1073Z6,U1397Z2,2,180,,
U1073Z6,U1397Z3,2,180,,
U1073Z6,U1397Z4,2,180,,
U1073Z7,U1073Z1,2,60,,
U1073Z7,U1073Z2,2,60,,
U1073Z7,U1073Z9,2,180,,
U1073Z7,U1073Z10,2,180,,
U1073Z7,U1257Z1,2,300,,
U1073Z7,U1257Z2,2,300,,
U1073Z7,U1257Z3,2,300,,
U1073Z7,U1397Z1,2,180,,
U1073Z7,U1397Z2,2,180,,
U1073Z7,U1397Z3,2,180,,
U1073Z7,U1397Z4,2,180,,
U1073Z8,U1073Z1,2,60,,
U1073Z8,U1073Z2,2,60,,
U1073Z8,U1073Z9,2,120,,
U1073Z8,U1073Z10,2,120,,
U1073Z8,U1257Z1,2,300,,
U1073Z8,U1257Z2,2,300,,
U1073Z8,U1257Z3,2,300,,
U1073Z8,U1397Z1,2,180,,
U1073Z8,U1397Z2,2,180,,
U1073Z8,U1397Z3,2,180,,
U1073Z8,U1397Z4,2,180,,
U1073Z9,U1073Z1,2,60,,
U1073Z9,U1073Z2,2,60,,
U1073Z9,U1073Z3,2,60,,
U1073Z9,U1073Z4,2,60,,
U1073Z9,U1073Z5,2,180,,
U1073Z9,U1073Z6,2,120,,
U1073Z9,U1073Z7,2,180,,
U1073Z9,U1073Z8,2,120,,
U1073Z9,U1073Z9,2,180,,
U1073Z9,U1073Z10,2,180,,
U1073Z9,U1073Z12,2,180,,
U1073Z9,U1257Z1,2,300,,
U1073Z9,U1257Z2,2,300,,
U1073Z9,U1257Z3,2,300,,
U1073Z9,U1397Z1,2,180,,
U1073Z9,U1397Z2,2,180,,
U1073Z9,U1397Z3,2,180,,
U1073Z9,U1397Z4,2,180,,
U1073Z10,U1073Z1,2,60,,
U1073Z10,U1073Z2,2,60,,
U1073Z10,U1073Z3,2,60,,
U1073Z10,U1073Z4,2,60,,
